W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event,event_url,scrape_date
win,Khaos Williams  Carlston Harris,1  0,12  14,0  0,0  0,Welterweight,KO/TKO  Punch,1,1:30,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Themba Gorimbo  Ramiz Brahimaj,0  0,43  3,5  1,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Adrian Yanez  Vinicius Salvador,1  0,36  17,0  0,0  0,Bantamweight,KO/TKO  Punches,1,2:47,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Angela Hill  Luana Pinheiro,0  0,28  17,2  1,1  0,Women's Strawweight,SUB  Guillotine Choke,2,4:12,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Tom Nolan  Victor Martinez,0  1,33  18,0  0,0  0,Lightweight,KO/TKO  Knee,1,3:50,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Oumar Sy  Tuco Tokkos,0  0,0  3,2  0,1  0,Light Heavyweight,SUB  Rear Naked Choke,1,3:43,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Melissa Gatto  Tamires Vidal,0  0,30  15,2  0,1  1,Women's Bantamweight,KO/TKO  Punch,3,0:37,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Abus Magomedov  Warlley Alves,0  0,22  16,6  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Ariane Carnelossi  Piera Rodriguez,0  1,16  40,0  1,0  0,Women's Strawweight,DQ,2,3:16,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Alatengheili  Kleydson Rodrigues,0  0,18  37,3  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Vanessa Demopoulos  Emily Ducote,0  0,109  143,0  0,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
win,Derrick Lewis  Rodrigo Nascimento,1  0,41  27,1  1,0  0,Heavyweight,KO/TKO  Punch,3,0:49,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Joaquin Buckley  Nursulton Ruziboev,1  0,86  31,4  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Carlos Ulberg  Alonzo Menifield,1  0,7  1,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1,0:12,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Diego Ferreira  Mateusz Rebecki,0  1,123  52,3  4,0  0,Lightweight,KO/TKO  Punches,3,4:51,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Sean Woodson  Alex Caceres,0  0,101  82,0  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Waldo Cortes-Acosta  Robelis Despaigne,0  0,52  26,3  0,1  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Chase Hooper  Viacheslav Borshchev,1  0,62  2,1  0,2  0,Lightweight,SUB  D'Arce Choke,2,3:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Esteban Ribovics  Terrance McKinney,1  0,5  5,0  0,0  0,Lightweight,KO/TKO  Kick,1,0:37,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Tabatha Ricci  Tecia Pennington,0  0,54  80,1  0,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Trey Waters  Billy Ray Goff,0  0,96  116,0  1,1  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Charles Johnson  Jake Hadley,1  0,70  48,0  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Veronica Hardy  JJ Aldrich,0  0,36  27,0  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5dfe71ade71f3a4b,2025-06-15 11:53:54.287928
win,Alexandre Pantoja  Steve Erceg,0  0,125  111,9  1,0  0,Flyweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Jose Aldo  Jonathan Martinez,0  0,77  52,1  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Anthony Smith  Vitor Petrino,0  0,11  10,0  1,1  0,Light Heavyweight,SUB  Guillotine Choke,1,2:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Michel Pereira  Ihor Potieria,0  0,6  2,0  0,1  0,Middleweight,SUB  Guillotine Choke,1,0:54,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Caio Borralho  Paul Craig,1  0,36  22,0  0,0  0,Middleweight,KO/TKO  Punches,2,2:10,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Joanderson Brito  Jack Shore,0  0,30  24,1  0,0  0,Featherweight,KO/TKO,2,3:35,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Iasmin Lucindo  Karolina Kowalkiewicz,0  0,83  42,2  0,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Myktybek Orolbai  Elves Brener,1  0,65  48,5  3,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Drakkar Klose  Joaquim Silva,0  1,70  59,0  0,0  1,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Mauricio Ruffy  Jamie Mullarkey,1  0,25  14,0  0,0  0,Lightweight,KO/TKO  Punches,1,4:42,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Dione Barbosa  Ernesta Kareckaite,0  0,39  53,2  1,1  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Ismael Bonfim  Vinc Pichel,0  0,111  61,1  1,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Alessandro Costa  Kevin Borjas,1  0,46  18,0  0,0  0,Flyweight,KO/TKO  Punches,2,1:35,,http://ufcstats.com/event-details/981ab7a0576f76a0,2025-06-15 11:53:54.790864
win,Alex Perez  Matheus Nicolau,1  0,28  22,0  0,0  0,Flyweight,KO/TKO  Punch,2,2:16,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Bogdan Guskov  Ryan Spann,1  0,31  15,0  1,0  1,Light Heavyweight,KO/TKO  Punches,2,3:16,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Karine Silva  Ariane da Silva,0  0,27  42,5  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Jhonata Diniz  Austen Lane,1  0,20  17,0  1,0  0,Heavyweight,KO/TKO  Punch,2,2:12,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,David Onama  Jonathan Pearce,0  0,58  57,0  5,1  1,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Uros Medic  Tim Means,1  0,7  7,0  0,0  0,Welterweight,KO/TKO  Punch,1,2:09,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Victor Henry  Rani Yahya,2  0,109  54,0  0,0  0,Bantamweight,KO/TKO  Punches,3,2:36,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Austin Hubbard  Michal Figlak,0  0,88  92,3  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Don'Tale Mayes  Caio Machado,1  0,67  76,0  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Ketlen Souza  Marnic Mann,0  0,80  31,1  2,0  1,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Chris Padilla  James Llontop,0  0,12  19,3  0,1  0,Lightweight,SUB  Rear Naked Choke,1,4:33,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Ivana Petrovic  Liang Na,0  0,36  24,3  1,1  0,Women's Flyweight,SUB  Arm Triangle,3,1:29,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Maheshate  Gabriel Benitez,0  0,97  121,0  0,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/a16ce18149021139,2025-06-15 11:53:55.258347
win,Alex Pereira  Jamahal Hill,1  0,24  12,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,3:14,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Zhang Weili  Yan Xiaonan,0  1,106  43,6  3,2  0,Women's Strawweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Max Holloway  Justin Gaethje,1  0,181  103,0  0,0  0,Lightweight,KO/TKO  Punch,5,4:59,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Arman Tsarukyan  Charles Oliveira,0  0,49  19,2  0,0  4,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Bo Nickal  Cody Brundage,0  0,8  4,3  0,2  0,Middleweight,SUB  Rear Naked Choke,2,3:38,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Jiri Prochazka  Aleksandar Rakic,0  0,69  58,1  0,0  0,Light Heavyweight,KO/TKO  Punches,2,3:17,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Aljamain Sterling  Calvin Kattar,0  0,39  8,8  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Kayla Harrison  Holly Holm,0  0,51  2,2  0,1  0,Women's Bantamweight,SUB  Rear Naked Choke,2,1:47,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Diego Lopes  Sodiq Yusuff,2  0,26  2,0  0,0  0,Featherweight,KO/TKO  Punches,1,1:29,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Renato Moicano  Jalin Turner,0  1,36  16,2  0,0  0,Lightweight,KO/TKO  Punches,2,4:11,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Jessica Andrade  Marina Rodriguez,0  0,89  82,1  0,0  1,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,King Green  Jim Miller,1  0,186  57,1  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Deiveson Figueiredo  Cody Garbrandt,0  0,13  16,1  0,2  0,Bantamweight,SUB  Rear Naked Choke,2,4:02,,http://ufcstats.com/event-details/6750e338922a099d,2025-06-15 11:53:55.758853
win,Brendan Allen  Chris Curtis,0  0,112  124,6  0,0  0,Middleweight,S-DEC,5,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Damon Jackson  Alexander Hernandez,0  1,42  32,3  0,0  0,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Chepe Mariscal  Morgan Charriere,0  0,71  49,1  2,0  1,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Ignacio Bahamondes  Christos Giagos,1  0,40  17,0  0,0  0,Lightweight,KO/TKO  Kick,1,3:34,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Charlie Campbell  Trevor Peek,0  0,54  47,4  2,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Alex Morono  Court McGee,0  0,38  60,0  1,1  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Lukasz Brzeski  Valter Walker,0  0,58  33,0  4,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Norma Dumont  Germaine de Randamie,0  0,11  16,6  0,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Victor Hugo  Pedro Falcao,1  0,68  42,0  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Jean Matsumoto  Dan Argueta,0  0,19  14,2  9,1  0,Bantamweight,SUB  Guillotine Choke,2,4:59,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Cesar Almeida  Dylan Budka,0  0,29  1,0  3,0  0,Middleweight,KO/TKO  Elbows,2,2:13,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Nora Cornolle  Melissa Mullins,1  0,36  11,0  1,0  0,Women's Bantamweight,KO/TKO  Knee,2,3:06,,http://ufcstats.com/event-details/899eaba48fa864a6,2025-06-15 11:53:56.221516
win,Manon Fiorot  Erin Blanchfield,0  0,172  130,1  0,0  1,Women's Flyweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Joaquin Buckley  Vicente Luque,0  0,55  21,0  0,0  0,Welterweight,KO/TKO  Punches,2,3:17,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Chris Weidman  Bruno Silva,1  0,75  30,1  0,0  0,Middleweight,U-DEC,3,2:18,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Nursulton Ruziboev  Sedriques Dumas,1  0,12  1,0  0,0  0,Middleweight,KO/TKO  Punch,1,3:18,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Kyle Nelson  Bill Algeo,0  0,32  30,0  0,0  0,Featherweight,KO/TKO  Punches,1,4:00,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Chidi Njokuani  Rhys McKee,0  0,64  30,0  0,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Nate Landwehr  Jamall Emmers,1  0,37  39,0  0,0  0,Featherweight,KO/TKO  Punch,1,4:43,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Virna Jandiroba  Loopy Godinez,0  0,30  38,2  0,3  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Julio Arce  Herbert Burns,2  0,29  15,0  0,0  0,Featherweight,KO/TKO  Punch,2,2:00,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Dennis Buzukja  Connor Matthews,1  0,83  60,0  1,0  0,Featherweight,KO/TKO  Punch,3,0:22,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Ibo Aslan  Anton Turkalj,1  0,74  55,0  0,0  0,Light Heavyweight,KO/TKO  Punch,3,1:32,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Jacob Malkoun  Andre Petroski,0  0,20  13,0  1,0  0,Middleweight,KO/TKO  Kick,2,0:39,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Caolan Loughran  Angel Pacheco,0  0,140  88,3  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dba230fe33011201,2025-06-15 11:53:56.811792
win,Rose Namajunas  Amanda Ribas,0  0,93  83,1  4,0  0,Women's Flyweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Karl Williams  Justin Tafa,0  0,40  21,7  0,1  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Edmen Shahbazyan  AJ Dobson,1  0,27  15,1  0,0  0,Middleweight,KO/TKO  Punches,1,4:33,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Payton Talbott  Cameron Saaiman,1  0,79  31,0  0,0  0,Bantamweight,KO/TKO  Punches,2,0:21,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Youssef Zalal  Billy Quarantillo,0  0,33  10,2  0,2  0,Featherweight,SUB  Rear Naked Choke,2,1:50,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Fernando Padilla  Luis Pajuelo,1  0,34  5,0  0,1  0,Featherweight,SUB  D'Arce Choke,1,2:45,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Trey Ogden  Kurt Holobaugh,0  0,35  29,3  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Julian Erosa  Ricardo Ramos,0  0,4  7,0  2,1  0,Featherweight,SUB  Guillotine Choke,1,2:15,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Miles Johns  Cody Gibson,0  0,25  18,2  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Jarno Errens  Steven Nguyen,1  0,105  63,0  1,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Daria Zhelezniakova  Montserrat Rendon,0  0,57  25,0  3,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Andre Lima  Igor Severino,0  0,30  36,1  5,2  0,Flyweight,DQ,2,2:52,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Mick Parkin  Mohammed Usman,0  0,72  57,0  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/79ff6545b0abc685,2025-06-15 11:53:57.352851
win,Marcin Tybura  Tai Tuivasa,0  0,27  15,1  0,1  0,Heavyweight,SUB  Rear Naked Choke,1,4:08,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
nc  nc,Bryan Battle  Ange Loosa,0  0,27  23,1  0,0  0,Welterweight,CNC,2,1:00,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Ovince Saint Preux  Kennedy Nzechukwu,1  0,143  106,0  0,0  0,Light Heavyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Christian Rodriguez  Isaac Dulgarian,0  0,48  22,0  7,0  2,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Macy Chiasson  Pannie Kianzad,0  0,4  2,2  1,1  0,Women's Bantamweight,SUB  Rear Naked Choke,1,3:54,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Gerald Meerschaert  Bryan Barberena,0  0,11  12,3  0,2  0,Middleweight,SUB  Rear Naked Choke,2,4:23,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Mike Davis  Natan Levy,1  0,3  8,0  1,1  0,Lightweight,SUB  Arm Triangle,2,1:43,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Chelsea Chandler  Josiane Nunes,0  0,58  47,2  0,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Jafel Filho  Ode Osbourne,0  0,21  0,1  0,2  0,Flyweight,SUB  Rear Naked Choke,1,4:27,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Danny Silva  Josh Culibao,0  0,45  87,4  0,1  0,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Jaqueline Amorim  Cory McKenna,0  0,3  4,0  1,4  0,Women's Strawweight,SUB  Armbar,1,1:38,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Thiago Moises  Mitch Ramirez,1  0,25  16,2  0,1  0,Lightweight,KO/TKO  Kick,3,0:15,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Chad Anheliger  Charalampos Grigoriou,0  0,85  21,0  4,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c398235fcaf8d71d,2025-06-15 11:53:57.808484
win,Sean O'Malley  Marlon Vera,0  0,230  89,0  0,0  0,Bantamweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Dustin Poirier  Benoit Saint Denis,1  0,28  50,0  3,4  1,Lightweight,KO/TKO  Punch,2,2:32,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Michael Page  Kevin Holland,0  0,41  29,0  2,0  1,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Jack Della Maddalena  Gilbert Burns,1  0,67  27,0  7,0  0,Welterweight,KO/TKO  Elbows,3,3:43,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Petr Yan  Song Yadong,0  0,99  86,2  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Curtis Blaydes  Jailton Almeida,0  0,16  1,0  9,0  0,Heavyweight,KO/TKO  Punches,2,0:36,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Maycee Barber  Katlyn Cerminara,0  0,84  66,4  1,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Mateusz Gamrot  Rafael Dos Anjos,0  1,57  36,11  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Kyler Phillips  Pedro Munhoz,0  0,114  52,0  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Philipe Lins  Ion Cutelaba,0  0,67  47,2  0,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Michel Pereira  Michal Oleksiejczuk,0  0,11  1,0  0,1  0,Middleweight,SUB  Rear Naked Choke,1,1:01,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Robelis Despaigne  Josh Parisian,1  0,7  2,0  0,0  0,Heavyweight,KO/TKO  Punch,1,0:18,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Asu Almabayev  CJ Vergara,0  0,44  29,9  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Joanne Wood  Maryna Moroz,0  0,136  102,1  1,0  0,Women's Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/a9df5ae20a97b090,2025-06-15 11:53:58.458408
win,Jairzinho Rozenstruik  Shamil Gaziev,0  0,127  22,0  1,0  0,Heavyweight,KO/TKO,4,5:00,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Vitor Petrino  Tyson Pedro,0  0,27  30,3  0,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Muhammad Mokaev  Alex Perez,0  0,47  30,3  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Umar Nurmagomedov  Bekzat Almakhan,0  1,68  3,5  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Steve Erceg  Matt Schnell,1  0,34  22,0  0,0  0,Flyweight,KO/TKO  Punch,2,0:26,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Eryk Anders  Jamie Pickett,0  1,23  20,5  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Vinicius Oliveira  Benardo Sopaj,1  0,67  45,2  3,0  0,Bantamweight,KO/TKO  Flying Knee,3,4:41,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Aiemann Zahabi  Javid Basharat,0  0,75  67,0  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Christian Leroy Duncan  Claudio Ribeiro,0  0,65  4,1  0,0  0,Middleweight,KO/TKO  Punches,2,1:57,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Ludovit Klein  AJ Cunningham,1  0,60  36,2  0,0  0,Lightweight,KO/TKO  Kick,1,4:36,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Loik Radzhabov  Abdul-Kareem Al-Selwady,1  0,39  38,4  3,0  0,Lightweight,KO/TKO  Punch,3,0:49,,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,2025-06-15 11:53:58.890716
win,Brandon Royval  Brandon Moreno,0  0,145  112,1  3,0  0,Flyweight,S-DEC,5,5:00,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
