EVENT,BOUT,jfighter,FIGHTER,DATE,win,predicted_prob,odds
UFC 275: Teixeira vs. Prochazka,Kyung Ho Kang vs. Batgerel Danaa,KyungHoKang,Kyung Ho Kang,2022-06-11,1,0.48790568,2.05
UFC 275: Teixeira vs. Prochazka,Kyung Ho Kang vs. Batgerel Danaa,BatgerelDanaa,Batgerel Danaa,2022-06-11,0,0.5503316,1.82
UFC Fight Night: Kattar vs. Emmett,Phil Hawes vs. Deron Winn,PhilHawes,Phil Hawes,2022-06-18,1,0.7128494,1.4
UFC Fight Night: Kattar vs. Emmett,Phil Hawes vs. Deron Winn,DeronWinn,Deron Winn,2022-06-18,0,0.32978415,3.03
UFC Fight Night: Kattar vs. Emmett,Roman Dolidze vs. Kyle Daukaus,RomanDolidze,Roman Dolidze,2022-06-18,1,0.5545791,1.8
UFC Fight Night: Kattar vs. Emmett,Roman Dolidze vs. Kyle Daukaus,KyleDaukaus,Kyle Daukaus,2022-06-18,0,0.29228318,3.42
UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley vs. Albert Duraev,JoaquinBuckley,Joaquin Buckley,2022-06-18,1,0.64520323,1.55
UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley vs. Albert Duraev,AlbertDuraev,Albert Duraev,2022-06-18,0,0.3379112,2.96
UFC Fight Night: Kattar vs. Emmett,Damir Ismagulov vs. Guram Kutateladze,DamirIsmagulov,Damir Ismagulov,2022-06-18,1,0.60493445,1.65
UFC Fight Night: Kattar vs. Emmett,Damir Ismagulov vs. Guram Kutateladze,GuramKutateladze,Guram Kutateladze,2022-06-18,0,0.29657906,3.37
UFC Fight Night: Kattar vs. Emmett,Julian Marquez vs. Gregory Rodrigues,JulianMarquez,Julian Marquez,2022-06-18,0,0.41026232,2.44
UFC Fight Night: Kattar vs. Emmett,Julian Marquez vs. Gregory Rodrigues,GregoryRodrigues,Gregory Rodrigues,2022-06-18,1,0.6097823,1.64
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar vs. Josh Emmett,CalvinKattar,Calvin Kattar,2022-06-18,0,0.511231,1.96
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar vs. Josh Emmett,JoshEmmett,Josh Emmett,2022-06-18,1,0.5997887,1.67
UFC Fight Night: Kattar vs. Emmett,Eddie Wineland vs. Cody Stamann,EddieWineland,Eddie Wineland,2022-06-18,0,0.21845207,4.58
UFC Fight Night: Kattar vs. Emmett,Eddie Wineland vs. Cody Stamann,CodyStamann,Cody Stamann,2022-06-18,1,0.7562956,1.32
UFC Fight Night: Kattar vs. Emmett,Adrian Yanez vs. Tony Kelley,AdrianYanez,Adrian Yanez,2022-06-18,1,0.68524396,1.46
UFC Fight Night: Kattar vs. Emmett,Adrian Yanez vs. Tony Kelley,TonyKelley,Tony Kelley,2022-06-18,0,0.26449943,3.78
UFC Fight Night: Kattar vs. Emmett,Court McGee vs. Jeremiah Wells,CourtMcGee,Court McGee,2022-06-18,0,0.4561104,2.19
UFC Fight Night: Kattar vs. Emmett,Court McGee vs. Jeremiah Wells,JeremiahWells,Jeremiah Wells,2022-06-18,1,0.6345443,1.58
UFC Fight Night: Kattar vs. Emmett,Ricardo Ramos vs. Danny Chavez,RicardoRamos,Ricardo Ramos,2022-06-18,1,0.6447296,1.55
UFC Fight Night: Kattar vs. Emmett,Ricardo Ramos vs. Danny Chavez,DannyChavez,Danny Chavez,2022-06-18,0,0.24179809,4.14
UFC Fight Night: Kattar vs. Emmett,Tim Means vs. Kevin Holland,TimMeans,Tim Means,2022-06-18,0,0.26168928,3.82
UFC Fight Night: Kattar vs. Emmett,Tim Means vs. Kevin Holland,KevinHolland,Kevin Holland,2022-06-18,1,0.69070876,1.45
UFC Fight Night: Tsarukyan vs. Gamrot,Carlos Ulberg vs. Tafon Nchukwi,CarlosUlberg,Carlos Ulberg,2022-06-25,1,0.4884429,2.05
UFC Fight Night: Tsarukyan vs. Gamrot,Carlos Ulberg vs. Tafon Nchukwi,TafonNchukwi,Tafon Nchukwi,2022-06-25,0,0.55178005,1.81
UFC Fight Night: Tsarukyan vs. Gamrot,Josh Parisian vs. Alan Baudot,JoshParisian,Josh Parisian,2022-06-25,1,0.434514,2.3
UFC Fight Night: Tsarukyan vs. Gamrot,Josh Parisian vs. Alan Baudot,AlanBaudot,Alan Baudot,2022-06-25,0,0.41365477,2.42
UFC Fight Night: Tsarukyan vs. Gamrot,Neil Magny vs. Shavkat Rakhmonov,NeilMagny,Neil Magny,2022-06-25,0,0.20785528,4.81
UFC Fight Night: Tsarukyan vs. Gamrot,Neil Magny vs. Shavkat Rakhmonov,ShavkatRakhmonov,Shavkat Rakhmonov,2022-06-25,1,0.5813221,1.72
UFC Fight Night: Tsarukyan vs. Gamrot,Chris Curtis vs. Rodolfo Vieira,ChrisCurtis,Chris Curtis,2022-06-25,1,0.5561033,1.8
UFC Fight Night: Tsarukyan vs. Gamrot,Chris Curtis vs. Rodolfo Vieira,RodolfoVieira,Rodolfo Vieira,2022-06-25,0,0.5096806,1.96
UFC Fight Night: Tsarukyan vs. Gamrot,Shayilan Nuerdanbieke vs. TJ Brown,ShayilanNuerdanbieke,Shayilan Nuerdanbieke,2022-06-25,1,0.29653093,3.37
UFC Fight Night: Tsarukyan vs. Gamrot,Shayilan Nuerdanbieke vs. TJ Brown,TJBrown,TJ Brown,2022-06-25,0,0.7204352,1.39
UFC Fight Night: Tsarukyan vs. Gamrot,JP Buys vs. Cody Durden,JPBuys,JP Buys,2022-06-25,0,0.4661014,2.15
UFC Fight Night: Tsarukyan vs. Gamrot,JP Buys vs. Cody Durden,CodyDurden,Cody Durden,2022-06-25,1,0.57306194,1.75
UFC Fight Night: Tsarukyan vs. Gamrot,Thiago Moises vs. Christos Giagos,ThiagoMoises,Thiago Moises,2022-06-25,1,0.6377992,1.57
UFC Fight Night: Tsarukyan vs. Gamrot,Thiago Moises vs. Christos Giagos,ChristosGiagos,Christos Giagos,2022-06-25,0,0.4334255,2.31
UFC Fight Night: Tsarukyan vs. Gamrot,Raulian Paiva vs. Sergey Morozov,RaulianPaiva,Raulian Paiva,2022-06-25,0,0.561101,1.78
UFC Fight Night: Tsarukyan vs. Gamrot,Raulian Paiva vs. Sergey Morozov,SergeyMorozov,Sergey Morozov,2022-06-25,1,0.4655711,2.15
UFC Fight Night: Tsarukyan vs. Gamrot,Nate Maness vs. Umar Nurmagomedov,NateManess,Nate Maness,2022-06-25,0,0.28260016,3.54
UFC Fight Night: Tsarukyan vs. Gamrot,Nate Maness vs. Umar Nurmagomedov,UmarNurmagomedov,Umar Nurmagomedov,2022-06-25,1,0.81105036,1.23
UFC Fight Night: Tsarukyan vs. Gamrot,Brian Kelleher vs. Mario Bautista,BrianKelleher,Brian Kelleher,2022-06-25,0,0.33337128,3.0
UFC Fight Night: Tsarukyan vs. Gamrot,Brian Kelleher vs. Mario Bautista,MarioBautista,Mario Bautista,2022-06-25,1,0.598049,1.67
UFC Fight Night: Tsarukyan vs. Gamrot,Arman Tsarukyan vs. Mateusz Gamrot,ArmanTsarukyan,Arman Tsarukyan,2022-06-25,0,0.5682822,1.76
UFC Fight Night: Tsarukyan vs. Gamrot,Arman Tsarukyan vs. Mateusz Gamrot,MateuszGamrot,Mateusz Gamrot,2022-06-25,1,0.4062009,2.46
UFC 276: Adesanya vs. Cannonier,Brad Riddell vs. Jalin Turner,BradRiddell,Brad Riddell,2022-07-02,0,0.41427287,2.41
UFC 276: Adesanya vs. Cannonier,Brad Riddell vs. Jalin Turner,JalinTurner,Jalin Turner,2022-07-02,1,0.6799168,1.47
UFC 276: Adesanya vs. Cannonier,Alexander Volkanovski vs. Max Holloway,AlexanderVolkanovski,Alexander Volkanovski,2022-07-02,1,0.72300583,1.38
UFC 276: Adesanya vs. Cannonier,Alexander Volkanovski vs. Max Holloway,MaxHolloway,Max Holloway,2022-07-02,0,0.31134775,3.21
UFC 276: Adesanya vs. Cannonier,Jim Miller vs. Donald Cerrone,JimMiller,Jim Miller,2022-07-02,1,0.5815764,1.72
UFC 276: Adesanya vs. Cannonier,Jim Miller vs. Donald Cerrone,DonaldCerrone,Donald Cerrone,2022-07-02,0,0.26538122,3.77
UFC 276: Adesanya vs. Cannonier,Uriah Hall vs. Andre Muniz,UriahHall,Uriah Hall,2022-07-02,0,0.31312314,3.19
UFC 276: Adesanya vs. Cannonier,Uriah Hall vs. Andre Muniz,AndreMuniz,Andre Muniz,2022-07-02,1,0.75360686,1.33
UFC 276: Adesanya vs. Cannonier,Israel Adesanya vs. Jared Cannonier,IsraelAdesanya,Israel Adesanya,2022-07-02,1,0.8035582,1.24
UFC 276: Adesanya vs. Cannonier,Israel Adesanya vs. Jared Cannonier,JaredCannonier,Jared Cannonier,2022-07-02,0,0.133015,7.52
UFC 276: Adesanya vs. Cannonier,Robbie Lawler vs. Bryan Barberena,RobbieLawler,Robbie Lawler,2022-07-02,0,0.18762307,5.33
UFC 276: Adesanya vs. Cannonier,Robbie Lawler vs. Bryan Barberena,BryanBarberena,Bryan Barberena,2022-07-02,1,0.797896,1.25
UFC 276: Adesanya vs. Cannonier,Brad Tavares vs. Dricus Du Plessis,BradTavares,Brad Tavares,2022-07-02,0,0.3303209,3.03
UFC 276: Adesanya vs. Cannonier,Brad Tavares vs. Dricus Du Plessis,DricusDuPlessis,Dricus Du Plessis,2022-07-02,1,0.6768881,1.48
UFC 276: Adesanya vs. Cannonier,Ian Machado Garry vs. Gabe Green,IanMachadoGarry,Ian Machado Garry,2022-07-02,1,0.6674071,1.5
UFC 276: Adesanya vs. Cannonier,Ian Machado Garry vs. Gabe Green,GabeGreen,Gabe Green,2022-07-02,0,0.39940548,2.5
UFC 276: Adesanya vs. Cannonier,Sean Strickland vs. Alex Pereira,SeanStrickland,Sean Strickland,2022-07-02,0,0.53827894,1.86
UFC 276: Adesanya vs. Cannonier,Sean Strickland vs. Alex Pereira,AlexPereira,Alex Pereira,2022-07-02,1,0.47087586,2.12
UFC Fight Night: Dos Anjos vs. Fiziev,Aiemann Zahabi vs. Ricky Turcios,AiemannZahabi,Aiemann Zahabi,2022-07-09,1,0.37294763,2.68
UFC Fight Night: Dos Anjos vs. Fiziev,Aiemann Zahabi vs. Ricky Turcios,RickyTurcios,Ricky Turcios,2022-07-09,0,0.5509695,1.81
UFC Fight Night: Dos Anjos vs. Fiziev,Michael Johnson vs. Jamie Mullarkey,MichaelJohnson,Michael Johnson,2022-07-09,0,0.39783135,2.51
UFC Fight Night: Dos Anjos vs. Fiziev,Michael Johnson vs. Jamie Mullarkey,JamieMullarkey,Jamie Mullarkey,2022-07-09,1,0.50494736,1.98
UFC Fight Night: Dos Anjos vs. Fiziev,Rafael Dos Anjos vs. Rafael Fiziev,RafaelDosAnjos,Rafael Dos Anjos,2022-07-09,0,0.41859463,2.39
UFC Fight Night: Dos Anjos vs. Fiziev,Rafael Dos Anjos vs. Rafael Fiziev,RafaelFiziev,Rafael Fiziev,2022-07-09,1,0.6254045,1.6
UFC Fight Night: Dos Anjos vs. Fiziev,Cody Brundage vs. Tresean Gore,CodyBrundage,Cody Brundage,2022-07-09,1,0.71293986,1.4
UFC Fight Night: Dos Anjos vs. Fiziev,Cody Brundage vs. Tresean Gore,TreseanGore,Tresean Gore,2022-07-09,0,0.48344275,2.07
UFC Fight Night: Dos Anjos vs. Fiziev,Douglas Silva de Andrade vs. Said Nurmagomedov,DouglasSilvadeAndrade,Douglas Silva de Andrade,2022-07-09,0,0.36081997,2.77
UFC Fight Night: Dos Anjos vs. Fiziev,Douglas Silva de Andrade vs. Said Nurmagomedov,SaidNurmagomedov,Said Nurmagomedov,2022-07-09,1,0.6332262,1.58
UFC Fight Night: Dos Anjos vs. Fiziev,Kennedy Nzechukwu vs. Karl Roberson,KennedyNzechukwu,Kennedy Nzechukwu,2022-07-09,1,0.5798944,1.72
UFC Fight Night: Dos Anjos vs. Fiziev,Kennedy Nzechukwu vs. Karl Roberson,KarlRoberson,Karl Roberson,2022-07-09,0,0.39401317,2.54
UFC Fight Night: Dos Anjos vs. Fiziev,Ronnie Lawrence vs. Saidyokub Kakhramonov,RonnieLawrence,Ronnie Lawrence,2022-07-09,0,0.47029454,2.13
UFC Fight Night: Dos Anjos vs. Fiziev,Ronnie Lawrence vs. Saidyokub Kakhramonov,SaidyokubKakhramonov,Saidyokub Kakhramonov,2022-07-09,1,0.5162158,1.94
UFC Fight Night: Dos Anjos vs. Fiziev,Jared Vanderaa vs. Chase Sherman,JaredVanderaa,Jared Vanderaa,2022-07-09,0,0.47902438,2.09
UFC Fight Night: Dos Anjos vs. Fiziev,Jared Vanderaa vs. Chase Sherman,ChaseSherman,Chase Sherman,2022-07-09,1,0.3140842,3.18
UFC Fight Night: Dos Anjos vs. Fiziev,Caio Borralho vs. Armen Petrosyan,CaioBorralho,Caio Borralho,2022-07-09,1,0.6000021,1.67
UFC Fight Night: Dos Anjos vs. Fiziev,Caio Borralho vs. Armen Petrosyan,ArmenPetrosyan,Armen Petrosyan,2022-07-09,0,0.2931208,3.41
UFC Fight Night: Ortega vs. Rodriguez,Punahele Soriano vs. Dalcha Lungiambula,PunaheleSoriano,Punahele Soriano,2022-07-16,1,0.5930883,1.69
UFC Fight Night: Ortega vs. Rodriguez,Punahele Soriano vs. Dalcha Lungiambula,DalchaLungiambula,Dalcha Lungiambula,2022-07-16,0,0.45129293,2.22
UFC Fight Night: Ortega vs. Rodriguez,Shane Burgos vs. Charles Jourdain,ShaneBurgos,Shane Burgos,2022-07-16,1,0.5715356,1.75
UFC Fight Night: Ortega vs. Rodriguez,Shane Burgos vs. Charles Jourdain,CharlesJourdain,Charles Jourdain,2022-07-16,0,0.41378367,2.42
UFC Fight Night: Ortega vs. Rodriguez,Bill Algeo vs. Herbert Burns,BillAlgeo,Bill Algeo,2022-07-16,1,0.67992336,1.47
UFC Fight Night: Ortega vs. Rodriguez,Bill Algeo vs. Herbert Burns,HerbertBurns,Herbert Burns,2022-07-16,0,0.46922907,2.13
UFC Fight Night: Ortega vs. Rodriguez,Dustin Jacoby vs. Da Woon Jung,DustinJacoby,Dustin Jacoby,2022-07-16,1,0.54330295,1.84
UFC Fight Night: Ortega vs. Rodriguez,Dustin Jacoby vs. Da Woon Jung,DaWoonJung,Da Woon Jung,2022-07-16,0,0.57577485,1.74
UFC Fight Night: Ortega vs. Rodriguez,Dwight Grant vs. Dustin Stoltzfus,DwightGrant,Dwight Grant,2022-07-16,0,0.44554287,2.24
UFC Fight Night: Ortega vs. Rodriguez,Dwight Grant vs. Dustin Stoltzfus,DustinStoltzfus,Dustin Stoltzfus,2022-07-16,1,0.6072087,1.65
UFC Fight Night: Ortega vs. Rodriguez,Li Jingliang vs. Muslim Salikhov,LiJingliang,Li Jingliang,2022-07-16,1,0.5003568,2.0
UFC Fight Night: Ortega vs. Rodriguez,Li Jingliang vs. Muslim Salikhov,MuslimSalikhov,Muslim Salikhov,2022-07-16,0,0.5262574,1.9
UFC Fight Night: Ortega vs. Rodriguez,Ricky Simon vs. Jack Shore,RickySimon,Ricky Simon,2022-07-16,1,0.50440466,1.98
UFC Fight Night: Ortega vs. Rodriguez,Ricky Simon vs. Jack Shore,JackShore,Jack Shore,2022-07-16,0,0.50556093,1.98
UFC Fight Night: Ortega vs. Rodriguez,Matt Schnell vs. Sumudaerji,MattSchnell,Matt Schnell,2022-07-16,1,0.36257026,2.76
UFC Fight Night: Ortega vs. Rodriguez,Matt Schnell vs. Sumudaerji,Sumudaerji,Sumudaerji,2022-07-16,0,0.5664502,1.77
UFC Fight Night: Blaydes vs. Aspinall,Curtis Blaydes vs. Tom Aspinall,CurtisBlaydes,Curtis Blaydes,2022-07-23,1,0.5907822,1.69
UFC Fight Night: Blaydes vs. Aspinall,Curtis Blaydes vs. Tom Aspinall,TomAspinall,Tom Aspinall,2022-07-23,0,0.26353604,3.79
UFC Fight Night: Blaydes vs. Aspinall,Makwan Amirkhani vs. Jonathan Pearce,MakwanAmirkhani,Makwan Amirkhani,2022-07-23,0,0.31839377,3.14
UFC Fight Night: Blaydes vs. Aspinall,Makwan Amirkhani vs. Jonathan Pearce,JonathanPearce,Jonathan Pearce,2022-07-23,1,0.6786892,1.47
UFC Fight Night: Blaydes vs. Aspinall,Claudio Silva vs. Nicolas Dalby,ClaudioSilva,Claudio Silva,2022-07-23,0,0.45400771,2.2
UFC Fight Night: Blaydes vs. Aspinall,Claudio Silva vs. Nicolas Dalby,NicolasDalby,Nicolas Dalby,2022-07-23,1,0.53704005,1.86
UFC Fight Night: Blaydes vs. Aspinall,Jai Herbert vs. Kyle Nelson,JaiHerbert,Jai Herbert,2022-07-23,1,0.45239255,2.21
UFC Fight Night: Blaydes vs. Aspinall,Jai Herbert vs. Kyle Nelson,KyleNelson,Kyle Nelson,2022-07-23,0,0.4531003,2.21
UFC Fight Night: Blaydes vs. Aspinall,Paul Craig vs. Volkan Oezdemir,PaulCraig,Paul Craig,2022-07-23,0,0.57321364,1.74
UFC Fight Night: Blaydes vs. Aspinall,Paul Craig vs. Volkan Oezdemir,VolkanOezdemir,Volkan Oezdemir,2022-07-23,1,0.54744333,1.83
UFC Fight Night: Blaydes vs. Aspinall,Jack Hermansson vs. Chris Curtis,JackHermansson,Jack Hermansson,2022-07-23,1,0.63719594,1.57
UFC Fight Night: Blaydes vs. Aspinall,Jack Hermansson vs. Chris Curtis,ChrisCurtis,Chris Curtis,2022-07-23,0,0.38481176,2.6
UFC Fight Night: Blaydes vs. Aspinall,Mason Jones vs. Ludovit Klein,MasonJones,Mason Jones,2022-07-23,0,0.50497204,1.98
UFC Fight Night: Blaydes vs. Aspinall,Mason Jones vs. Ludovit Klein,LudovitKlein,Ludovit Klein,2022-07-23,1,0.4399138,2.27
UFC Fight Night: Blaydes vs. Aspinall,Marc Diakiese vs. Damir Hadzovic,MarcDiakiese,Marc Diakiese,2022-07-23,1,0.73501194,1.36
UFC Fight Night: Blaydes vs. Aspinall,Marc Diakiese vs. Damir Hadzovic,DamirHadzovic,Damir Hadzovic,2022-07-23,0,0.27551505,3.63
UFC Fight Night: Blaydes vs. Aspinall,Nathaniel Wood vs. Charles Rosa,NathanielWood,Nathaniel Wood,2022-07-23,1,0.81757253,1.22
UFC Fight Night: Blaydes vs. Aspinall,Nathaniel Wood vs. Charles Rosa,CharlesRosa,Charles Rosa,2022-07-23,0,0.30733517,3.25
UFC Fight Night: Blaydes vs. Aspinall,Paddy Pimblett vs. Jordan Leavitt,PaddyPimblett,Paddy Pimblett,2022-07-23,1,0.49147308,2.03
UFC Fight Night: Blaydes vs. Aspinall,Paddy Pimblett vs. Jordan Leavitt,JordanLeavitt,Jordan Leavitt,2022-07-23,0,0.532021,1.88
UFC Fight Night: Blaydes vs. Aspinall,Nikita Krylov vs. Alexander Gustafsson,NikitaKrylov,Nikita Krylov,2022-07-23,1,0.63680935,1.57
UFC Fight Night: Blaydes vs. Aspinall,Nikita Krylov vs. Alexander Gustafsson,AlexanderGustafsson,Alexander Gustafsson,2022-07-23,0,0.2802621,3.57
UFC 277: Pena vs. Nunes 2,Brandon Moreno vs. Kai Kara-France,BrandonMoreno,Brandon Moreno,2022-07-30,1,0.6547579,1.53
UFC 277: Pena vs. Nunes 2,Brandon Moreno vs. Kai Kara-France,KaiKara-France,Kai Kara-France,2022-07-30,0,0.3982086,2.51
UFC 277: Pena vs. Nunes 2,Alex Morono vs. Matthew Semelsberger,AlexMorono,Alex Morono,2022-07-30,1,0.57644546,1.73
UFC 277: Pena vs. Nunes 2,Alex Morono vs. Matthew Semelsberger,MatthewSemelsberger,Matthew Semelsberger,2022-07-30,0,0.5285442,1.89
UFC 277: Pena vs. Nunes 2,Alexandre Pantoja vs. Alex Perez,AlexandrePantoja,Alexandre Pantoja,2022-07-30,1,0.37974548,2.63
UFC 277: Pena vs. Nunes 2,Alexandre Pantoja vs. Alex Perez,AlexPerez,Alex Perez,2022-07-30,0,0.4966652,2.01
UFC 277: Pena vs. Nunes 2,Orion Cosce vs. Blood Diamond,OrionCosce,Orion Cosce,2022-07-30,1,0.84485555,1.18
UFC 277: Pena vs. Nunes 2,Orion Cosce vs. Blood Diamond,BloodDiamond,Blood Diamond,2022-07-30,0,0.26677155,3.75
UFC 277: Pena vs. Nunes 2,Magomed Ankalaev vs. Anthony Smith,MagomedAnkalaev,Magomed Ankalaev,2022-07-30,1,0.86540055,1.16
UFC 277: Pena vs. Nunes 2,Magomed Ankalaev vs. Anthony Smith,AnthonySmith,Anthony Smith,2022-07-30,0,0.28821272,3.47
UFC 277: Pena vs. Nunes 2,Derrick Lewis vs. Sergei Pavlovich,DerrickLewis,Derrick Lewis,2022-07-30,0,0.4724406,2.12
UFC 277: Pena vs. Nunes 2,Derrick Lewis vs. Sergei Pavlovich,SergeiPavlovich,Sergei Pavlovich,2022-07-30,1,0.55424774,1.8
UFC 277: Pena vs. Nunes 2,Drew Dober vs. Rafael Alves,DrewDober,Drew Dober,2022-07-30,1,0.5572542,1.79
UFC 277: Pena vs. Nunes 2,Drew Dober vs. Rafael Alves,RafaelAlves,Rafael Alves,2022-07-30,0,0.5646118,1.77
UFC 277: Pena vs. Nunes 2,Drakkar Klose vs. Rafa Garcia,DrakkarKlose,Drakkar Klose,2022-07-30,1,0.6502496,1.54
UFC 277: Pena vs. Nunes 2,Drakkar Klose vs. Rafa Garcia,RafaGarcia,Rafa Garcia,2022-07-30,0,0.41666082,2.4
UFC Fight Night: Santos vs. Hill,Sam Alvey vs. Michal Oleksiejczuk,SamAlvey,Sam Alvey,2022-08-06,0,0.2884011,3.47
UFC Fight Night: Santos vs. Hill,Sam Alvey vs. Michal Oleksiejczuk,MichalOleksiejczuk,Michal Oleksiejczuk,2022-08-06,1,0.6698617,1.49
UFC Fight Night: Santos vs. Hill,Vicente Luque vs. Geoff Neal,VicenteLuque,Vicente Luque,2022-08-06,0,0.62121326,1.61
UFC Fight Night: Santos vs. Hill,Vicente Luque vs. Geoff Neal,GeoffNeal,Geoff Neal,2022-08-06,1,0.3301116,3.03
UFC Fight Night: Santos vs. Hill,Terrance McKinney vs. Erick Gonzalez,TerranceMcKinney,Terrance McKinney,2022-08-06,1,0.7994017,1.25
UFC Fight Night: Santos vs. Hill,Terrance McKinney vs. Erick Gonzalez,ErickGonzalez,Erick Gonzalez,2022-08-06,0,0.30842644,3.24
UFC Fight Night: Santos vs. Hill,Thiago Santos vs. Jamahal Hill,ThiagoSantos,Thiago Santos,2022-08-06,0,0.42810208,2.34
UFC Fight Night: Santos vs. Hill,Thiago Santos vs. Jamahal Hill,JamahalHill,Jamahal Hill,2022-08-06,1,0.5978935,1.67
UFC Fight Night: Santos vs. Hill,Augusto Sakai vs. Serghei Spivac,AugustoSakai,Augusto Sakai,2022-08-06,0,0.28197196,3.55
UFC Fight Night: Santos vs. Hill,Augusto Sakai vs. Serghei Spivac,SergheiSpivac,Serghei Spivac,2022-08-06,1,0.7199556,1.39
UFC Fight Night: Santos vs. Hill,Bryan Battle vs. Takashi Sato,BryanBattle,Bryan Battle,2022-08-06,1,0.7548512,1.32
UFC Fight Night: Santos vs. Hill,Bryan Battle vs. Takashi Sato,TakashiSato,Takashi Sato,2022-08-06,0,0.17474727,5.72
UFC Fight Night: Vera vs. Cruz,Nate Landwehr vs. David Onama,NateLandwehr,Nate Landwehr,2022-08-13,1,0.32600844,3.07
UFC Fight Night: Vera vs. Cruz,Nate Landwehr vs. David Onama,DavidOnama,David Onama,2022-08-13,0,0.7438629,1.34
UFC Fight Night: Vera vs. Cruz,Devin Clark vs. Azamat Murzakanov,DevinClark,Devin Clark,2022-08-13,0,0.5176888,1.93
UFC Fight Night: Vera vs. Cruz,Devin Clark vs. Azamat Murzakanov,AzamatMurzakanov,Azamat Murzakanov,2022-08-13,1,0.47563237,2.1
UFC Fight Night: Vera vs. Cruz,Ode Osbourne vs. Tyson Nam,OdeOsbourne,Ode Osbourne,2022-08-13,0,0.6841058,1.46
UFC Fight Night: Vera vs. Cruz,Ode Osbourne vs. Tyson Nam,TysonNam,Tyson Nam,2022-08-13,1,0.34657076,2.89
UFC Fight Night: Vera vs. Cruz,Marlon Vera vs. Dominick Cruz,MarlonVera,Marlon Vera,2022-08-13,1,0.63227224,1.58
UFC Fight Night: Vera vs. Cruz,Marlon Vera vs. Dominick Cruz,DominickCruz,Dominick Cruz,2022-08-13,0,0.37741762,2.65
UFC Fight Night: Vera vs. Cruz,Gabriel Benitez vs. Charlie Ontiveros,GabrielBenitez,Gabriel Benitez,2022-08-13,1,0.78677326,1.27
UFC Fight Night: Vera vs. Cruz,Gabriel Benitez vs. Charlie Ontiveros,CharlieOntiveros,Charlie Ontiveros,2022-08-13,0,0.2773099,3.61
UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,BrunoSilva,Bruno Silva,2022-08-13,0,0.67264813,1.49
UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,GeraldMeerschaert,Gerald Meerschaert,2022-08-13,1,0.47901967,2.09
UFC 278: Usman vs. Edwards,Tyson Pedro vs. Harry Hunsucker,TysonPedro,Tyson Pedro,2022-08-20,1,0.8655536,1.16
UFC 278: Usman vs. Edwards,Tyson Pedro vs. Harry Hunsucker,HarryHunsucker,Harry Hunsucker,2022-08-20,0,0.24665052,4.05
UFC 278: Usman vs. Edwards,AJ Fletcher vs. Ange Loosa,AJFletcher,AJ Fletcher,2022-08-20,0,0.6231042,1.6
UFC 278: Usman vs. Edwards,AJ Fletcher vs. Ange Loosa,AngeLoosa,Ange Loosa,2022-08-20,1,0.3086068,3.24
UFC 278: Usman vs. Edwards,Jose Aldo vs. Merab Dvalishvili,JoseAldo,Jose Aldo,2022-08-20,0,0.3313673,3.02
UFC 278: Usman vs. Edwards,Jose Aldo vs. Merab Dvalishvili,MerabDvalishvili,Merab Dvalishvili,2022-08-20,1,0.7582434,1.32
UFC 278: Usman vs. Edwards,Daniel Lacerda vs. Victor Altamirano,DanielLacerda,Daniel Lacerda,2022-08-20,0,0.46243724,2.16
UFC 278: Usman vs. Edwards,Daniel Lacerda vs. Victor Altamirano,VictorAltamirano,Victor Altamirano,2022-08-20,1,0.71879345,1.39
UFC 278: Usman vs. Edwards,Aoriqileng vs. Jay Perrin,Aoriqileng,Aoriqileng,2022-08-20,1,0.6478725,1.54
UFC 278: Usman vs. Edwards,Aoriqileng vs. Jay Perrin,JayPerrin,Jay Perrin,2022-08-20,0,0.48580366,2.06
UFC 278: Usman vs. Edwards,Sean Woodson vs. Luis Saldana,SeanWoodson,Sean Woodson,2022-08-20,0,0.43039602,2.32
UFC 278: Usman vs. Edwards,Sean Woodson vs. Luis Saldana,LuisSaldana,Luis Saldana,2022-08-20,0,0.44001713,2.27
UFC 278: Usman vs. Edwards,Paulo Costa vs. Luke Rockhold,PauloCosta,Paulo Costa,2022-08-20,1,0.5452604,1.83
UFC 278: Usman vs. Edwards,Paulo Costa vs. Luke Rockhold,LukeRockhold,Luke Rockhold,2022-08-20,0,0.36791953,2.72
UFC 278: Usman vs. Edwards,Leonardo Santos vs. Jared Gordon,LeonardoSantos,Leonardo Santos,2022-08-20,0,0.28134653,3.55
UFC 278: Usman vs. Edwards,Leonardo Santos vs. Jared Gordon,JaredGordon,Jared Gordon,2022-08-20,1,0.6962577,1.44
UFC 278: Usman vs. Edwards,Amir Albazi vs. Francisco Figueiredo,AmirAlbazi,Amir Albazi,2022-08-20,1,0.64979845,1.54
UFC 278: Usman vs. Edwards,Amir Albazi vs. Francisco Figueiredo,FranciscoFigueiredo,Francisco Figueiredo,2022-08-20,0,0.38255122,2.61
UFC 278: Usman vs. Edwards,Marcin Tybura vs. Alexandr Romanov,MarcinTybura,Marcin Tybura,2022-08-20,1,0.3209766,3.12
