EVENT,BOUT,jfighter,FIGHTER,DATE,win,predicted_prob,odds
UFC Fight Night: Diaz vs Guillard,Brian Stann vs. Steve Cantwell,BrianStann,Brian Stann,2009-09-16,1,0.41948292,2.38
UFC Fight Night: Diaz vs Guillard,Brian Stann vs. Steve Cantwell,SteveCantwell,Steve Cantwell,2009-09-16,0,0.50835437,1.97
UFC Fight Night: Diaz vs Guillard,Jeremy Stephens vs. Justin Buchholz,JeremyStephens,Jeremy Stephens,2009-09-16,1,0.7685024,1.3
UFC Fight Night: Diaz vs Guillard,Jeremy Stephens vs. Justin Buchholz,JustinBuchholz,Justin Buchholz,2009-09-16,0,0.2900433,3.45
UFC Fight Night: Diaz vs Guillard,Mike Pyle vs. Chris Wilson,MikePyle,Mike Pyle,2009-09-16,1,0.3572629,2.8
UFC Fight Night: Diaz vs Guillard,Mike Pyle vs. Chris Wilson,ChrisWilson,Chris Wilson,2009-09-16,0,0.44021082,2.27
UFC 103: Franklin vs Belfort,Junior Dos Santos vs. Mirko Filipovic,JuniorDosSantos,Junior Dos Santos,2009-09-19,1,0.6974656,1.43
UFC 103: Franklin vs Belfort,Junior Dos Santos vs. Mirko Filipovic,MirkoFilipovic,Mirko Filipovic,2009-09-19,0,0.36565906,2.73
UFC 103: Franklin vs Belfort,Efrain Escudero vs. Cole Miller,EfrainEscudero,Efrain Escudero,2009-09-19,1,0.7387584,1.35
UFC 103: Franklin vs Belfort,Efrain Escudero vs. Cole Miller,ColeMiller,Cole Miller,2009-09-19,0,0.29020426,3.45
UFC 103: Franklin vs Belfort,Tomasz Drwal vs. Drew McFedries,TomaszDrwal,Tomasz Drwal,2009-09-19,1,0.6267865,1.6
UFC 103: Franklin vs Belfort,Tomasz Drwal vs. Drew McFedries,DrewMcFedries,Drew McFedries,2009-09-19,0,0.3682734,2.72
UFC 103: Franklin vs Belfort,Tyson Griffin vs. Hermes Franca,TysonGriffin,Tyson Griffin,2009-09-19,1,0.8071975,1.24
UFC 103: Franklin vs Belfort,Tyson Griffin vs. Hermes Franca,HermesFranca,Hermes Franca,2009-09-19,0,0.219622,4.55
UFC 103: Franklin vs Belfort,Rafael Dos Anjos vs. Rob Emerson,RafaelDosAnjos,Rafael Dos Anjos,2009-09-19,1,0.44284427,2.26
UFC 103: Franklin vs Belfort,Rafael Dos Anjos vs. Rob Emerson,RobEmerson,Rob Emerson,2009-09-19,0,0.6016326,1.66
UFC 103: Franklin vs Belfort,Vitor Belfort vs. Rich Franklin,VitorBelfort,Vitor Belfort,2009-09-19,1,0.40634653,2.46
UFC 103: Franklin vs Belfort,Vitor Belfort vs. Rich Franklin,RichFranklin,Rich Franklin,2009-09-19,0,0.5262804,1.9
UFC 103: Franklin vs Belfort,Eliot Marshall vs. Jason Brilz,EliotMarshall,Eliot Marshall,2009-09-19,1,0.5633581,1.78
UFC 103: Franklin vs Belfort,Eliot Marshall vs. Jason Brilz,JasonBrilz,Jason Brilz,2009-09-19,0,0.43176204,2.32
UFC 103: Franklin vs Belfort,Josh Koscheck vs. Frank Trigg,JoshKoscheck,Josh Koscheck,2009-09-19,1,0.65706456,1.52
UFC 103: Franklin vs Belfort,Josh Koscheck vs. Frank Trigg,FrankTrigg,Frank Trigg,2009-09-19,0,0.26121446,3.83
UFC 104: Machida vs Shogun,Kyle Kingsbury vs. Razak Al-Hassan,KyleKingsbury,Kyle Kingsbury,2009-10-24,1,0.5044259,1.98
UFC 104: Machida vs Shogun,Kyle Kingsbury vs. Razak Al-Hassan,RazakAl-Hassan,Razak Al-Hassan,2009-10-24,0,0.33609396,2.98
UFC 104: Machida vs Shogun,Gleison Tibau vs. Josh Neer,GleisonTibau,Gleison Tibau,2009-10-24,1,0.5986291,1.67
UFC 104: Machida vs Shogun,Gleison Tibau vs. Josh Neer,JoshNeer,Josh Neer,2009-10-24,0,0.4974411,2.01
UFC 104: Machida vs Shogun,Pat Barry vs. Antoni Hardonk,PatBarry,Pat Barry,2009-10-24,1,0.51851565,1.93
UFC 104: Machida vs Shogun,Pat Barry vs. Antoni Hardonk,AntoniHardonk,Antoni Hardonk,2009-10-24,0,0.43870243,2.28
UFC 104: Machida vs Shogun,Chael Sonnen vs. Yushin Okami,ChaelSonnen,Chael Sonnen,2009-10-24,1,0.47101554,2.12
UFC 104: Machida vs Shogun,Chael Sonnen vs. Yushin Okami,YushinOkami,Yushin Okami,2009-10-24,0,0.34182298,2.93
UFC 104: Machida vs Shogun,Joe Stevenson vs. Spencer Fisher,JoeStevenson,Joe Stevenson,2009-10-24,1,0.50128514,1.99
UFC 104: Machida vs Shogun,Joe Stevenson vs. Spencer Fisher,SpencerFisher,Spencer Fisher,2009-10-24,0,0.56398404,1.77
UFC 104: Machida vs Shogun,Lyoto Machida vs. Mauricio Rua,LyotoMachida,Lyoto Machida,2009-10-24,1,0.6404303,1.56
UFC 104: Machida vs Shogun,Lyoto Machida vs. Mauricio Rua,MauricioRua,Mauricio Rua,2009-10-24,0,0.38303164,2.61
UFC 104: Machida vs Shogun,Jorge Rivera vs. Rob Kimmons,JorgeRivera,Jorge Rivera,2009-10-24,1,0.3766382,2.66
UFC 104: Machida vs Shogun,Jorge Rivera vs. Rob Kimmons,RobKimmons,Rob Kimmons,2009-10-24,0,0.5798556,1.72
UFC 104: Machida vs Shogun,Anthony Johnson vs. Yoshiyuki Yoshida,AnthonyJohnson,Anthony Johnson,2009-10-24,1,0.76224947,1.31
UFC 104: Machida vs Shogun,Anthony Johnson vs. Yoshiyuki Yoshida,YoshiyukiYoshida,Yoshiyuki Yoshida,2009-10-24,0,0.2653307,3.77
UFC 104: Machida vs Shogun,Ryan Bader vs. Eric Schafer,RyanBader,Ryan Bader,2009-10-24,1,0.6701426,1.49
UFC 104: Machida vs Shogun,Ryan Bader vs. Eric Schafer,EricSchafer,Eric Schafer,2009-10-24,0,0.28782734,3.47
UFC 105: Couture vs Vera,Andre Winner vs. Rolando Delgado,AndreWinner,Andre Winner,2009-11-14,1,0.38240284,2.62
UFC 105: Couture vs Vera,Andre Winner vs. Rolando Delgado,RolandoDelgado,Rolando Delgado,2009-11-14,0,0.52588975,1.9
UFC 105: Couture vs Vera,John Hathaway vs. Paul Taylor,JohnHathaway,John Hathaway,2009-11-14,1,0.80174255,1.25
UFC 105: Couture vs Vera,John Hathaway vs. Paul Taylor,PaulTaylor,Paul Taylor,2009-11-14,0,0.23645388,4.23
UFC 105: Couture vs Vera,Ross Pearson vs. Aaron Riley,RossPearson,Ross Pearson,2009-11-14,1,0.64635116,1.55
UFC 105: Couture vs Vera,Ross Pearson vs. Aaron Riley,AaronRiley,Aaron Riley,2009-11-14,0,0.44955206,2.22
UFC 105: Couture vs Vera,Terry Etim vs. Shannon Gugerty,TerryEtim,Terry Etim,2009-11-14,1,0.65902466,1.52
UFC 105: Couture vs Vera,Terry Etim vs. Shannon Gugerty,ShannonGugerty,Shannon Gugerty,2009-11-14,0,0.3211756,3.11
UFC 105: Couture vs Vera,Randy Couture vs. Brandon Vera,RandyCouture,Randy Couture,2009-11-14,1,0.4324137,2.31
UFC 105: Couture vs Vera,Randy Couture vs. Brandon Vera,BrandonVera,Brandon Vera,2009-11-14,0,0.5324052,1.88
UFC 105: Couture vs Vera,Matt Brown vs. James Wilks,MattBrown,Matt Brown,2009-11-14,1,0.7440675,1.34
UFC 105: Couture vs Vera,Matt Brown vs. James Wilks,JamesWilks,James Wilks,2009-11-14,0,0.34816244,2.87
UFC 105: Couture vs Vera,Michael Bisping vs. Denis Kang,MichaelBisping,Michael Bisping,2009-11-14,1,0.5875143,1.7
UFC 105: Couture vs Vera,Michael Bisping vs. Denis Kang,DenisKang,Denis Kang,2009-11-14,0,0.3336714,3.0
UFC 105: Couture vs Vera,Dennis Siver vs. Paul Kelly,DennisSiver,Dennis Siver,2009-11-14,1,0.5347573,1.87
UFC 105: Couture vs Vera,Dennis Siver vs. Paul Kelly,PaulKelly,Paul Kelly,2009-11-14,0,0.56045926,1.78
UFC 105: Couture vs Vera,Dan Hardy vs. Mike Swick,DanHardy,Dan Hardy,2009-11-14,1,0.63353777,1.58
UFC 105: Couture vs Vera,Dan Hardy vs. Mike Swick,MikeSwick,Mike Swick,2009-11-14,0,0.5123962,1.95
UFC 105: Couture vs Vera,Nick Osipczak vs. Matthew Riddle,NickOsipczak,Nick Osipczak,2009-11-14,1,0.4019661,2.49
UFC 105: Couture vs Vera,Nick Osipczak vs. Matthew Riddle,MatthewRiddle,Matthew Riddle,2009-11-14,0,0.47537386,2.1
UFC 106: Ortiz vs Griffin 2,Amir Sadollah vs. Phil Baroni,AmirSadollah,Amir Sadollah,2009-11-21,1,0.38613835,2.59
UFC 106: Ortiz vs Griffin 2,Amir Sadollah vs. Phil Baroni,PhilBaroni,Phil Baroni,2009-11-21,0,0.61379004,1.63
UFC 106: Ortiz vs Griffin 2,Kendall Grove vs. Jake Rosholt,KendallGrove,Kendall Grove,2009-11-21,1,0.4183677,2.39
UFC 106: Ortiz vs Griffin 2,Kendall Grove vs. Jake Rosholt,JakeRosholt,Jake Rosholt,2009-11-21,0,0.38100892,2.62
UFC 106: Ortiz vs Griffin 2,Ben Saunders vs. Marcus Davis,BenSaunders,Ben Saunders,2009-11-21,1,0.7201328,1.39
UFC 106: Ortiz vs Griffin 2,Ben Saunders vs. Marcus Davis,MarcusDavis,Marcus Davis,2009-11-21,0,0.31494376,3.18
UFC 106: Ortiz vs Griffin 2,Josh Koscheck vs. Anthony Johnson,JoshKoscheck,Josh Koscheck,2009-11-21,1,0.36052415,2.77
UFC 106: Ortiz vs Griffin 2,Josh Koscheck vs. Anthony Johnson,AnthonyJohnson,Anthony Johnson,2009-11-21,0,0.6949817,1.44
UFC 106: Ortiz vs Griffin 2,Brian Foster vs. Brock Larson,BrianFoster,Brian Foster,2009-11-21,1,0.44899157,2.23
UFC 106: Ortiz vs Griffin 2,Brian Foster vs. Brock Larson,BrockLarson,Brock Larson,2009-11-21,0,0.34926018,2.86
UFC 106: Ortiz vs Griffin 2,George Sotiropoulos vs. Jason Dent,GeorgeSotiropoulos,George Sotiropoulos,2009-11-21,1,0.68401855,1.46
UFC 106: Ortiz vs Griffin 2,George Sotiropoulos vs. Jason Dent,JasonDent,Jason Dent,2009-11-21,0,0.20336169,4.92
UFC 106: Ortiz vs Griffin 2,Forrest Griffin vs. Tito Ortiz,ForrestGriffin,Forrest Griffin,2009-11-21,1,0.48664007,2.05
UFC 106: Ortiz vs Griffin 2,Forrest Griffin vs. Tito Ortiz,TitoOrtiz,Tito Ortiz,2009-11-21,0,0.28789464,3.47
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,MattHamill,Matt Hamill,2009-12-05,1,0.27609357,3.62
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,JonJones,Jon Jones,2009-12-05,0,0.48221034,2.07
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,JohnHoward,John Howard,2009-12-05,1,0.7775665,1.29
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,DennisHallman,Dennis Hallman,2009-12-05,0,0.25802588,3.88
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar vs. Matt Veach,FrankieEdgar,Frankie Edgar,2009-12-05,1,0.6733218,1.49
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar vs. Matt Veach,MattVeach,Matt Veach,2009-12-05,0,0.26151213,3.82
UFC 107: Penn vs Sanchez,BJ Penn vs. Diego Sanchez,BJPenn,BJ Penn,2009-12-12,1,0.37335575,2.68
UFC 107: Penn vs Sanchez,BJ Penn vs. Diego Sanchez,DiegoSanchez,Diego Sanchez,2009-12-12,0,0.6161344,1.62
UFC 107: Penn vs Sanchez,Frank Mir vs. Cheick Kongo,FrankMir,Frank Mir,2009-12-12,1,0.5175243,1.93
UFC 107: Penn vs Sanchez,Frank Mir vs. Cheick Kongo,CheickKongo,Cheick Kongo,2009-12-12,0,0.4723651,2.12
UFC 107: Penn vs Sanchez,Stefan Struve vs. Paul Buentello,StefanStruve,Stefan Struve,2009-12-12,1,0.8097883,1.23
UFC 107: Penn vs Sanchez,Stefan Struve vs. Paul Buentello,PaulBuentello,Paul Buentello,2009-12-12,0,0.18906769,5.29
UFC 107: Penn vs Sanchez,Jon Fitch vs. Mike Pierce,JonFitch,Jon Fitch,2009-12-12,1,0.72165304,1.39
UFC 107: Penn vs Sanchez,Jon Fitch vs. Mike Pierce,MikePierce,Mike Pierce,2009-12-12,0,0.34874046,2.87
UFC 107: Penn vs Sanchez,Kenny Florian vs. Clay Guida,KennyFlorian,Kenny Florian,2009-12-12,1,0.43255934,2.31
UFC 107: Penn vs Sanchez,Kenny Florian vs. Clay Guida,ClayGuida,Clay Guida,2009-12-12,0,0.4663224,2.14
UFC 107: Penn vs Sanchez,TJ Grant vs. Kevin Burns,TJGrant,TJ Grant,2009-12-12,1,0.68602306,1.46
UFC 107: Penn vs Sanchez,TJ Grant vs. Kevin Burns,KevinBurns,Kevin Burns,2009-12-12,0,0.33414155,2.99
UFC 107: Penn vs Sanchez,Matt Wiman vs. Shane Nelson,MattWiman,Matt Wiman,2009-12-12,1,0.59118354,1.69
UFC 107: Penn vs Sanchez,Matt Wiman vs. Shane Nelson,ShaneNelson,Shane Nelson,2009-12-12,0,0.5265134,1.9
UFC 108: Evans vs Silva,Cole Miller vs. Dan Lauzon,ColeMiller,Cole Miller,2010-01-02,1,0.5418192,1.85
UFC 108: Evans vs Silva,Cole Miller vs. Dan Lauzon,DanLauzon,Dan Lauzon,2010-01-02,0,0.58366936,1.71
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,JakeEllenberger,Jake Ellenberger,2010-01-02,1,0.7424374,1.35
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,MikePyle,Mike Pyle,2010-01-02,0,0.29298204,3.41
UFC 108: Evans vs Silva,Paul Daley vs. Dustin Hazelett,PaulDaley,Paul Daley,2010-01-02,1,0.38408798,2.6
UFC 108: Evans vs Silva,Paul Daley vs. Dustin Hazelett,DustinHazelett,Dustin Hazelett,2010-01-02,0,0.4776831,2.09
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,SamStout,Sam Stout,2010-01-02,1,0.54361373,1.84
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,JoeLauzon,Joe Lauzon,2010-01-02,0,0.488174,2.05
UFC 108: Evans vs Silva,Martin Kampmann vs. Jacob Volkmann,MartinKampmann,Martin Kampmann,2010-01-02,1,0.64570725,1.55
UFC 108: Evans vs Silva,Martin Kampmann vs. Jacob Volkmann,JacobVolkmann,Jacob Volkmann,2010-01-02,0,0.35654345,2.8
UFC 108: Evans vs Silva,Jim Miller vs. Duane Ludwig,JimMiller,Jim Miller,2010-01-02,1,0.8427393,1.19
UFC 108: Evans vs Silva,Jim Miller vs. Duane Ludwig,DuaneLudwig,Duane Ludwig,2010-01-02,0,0.21365461,4.68
UFC 108: Evans vs Silva,Mark Munoz vs. Ryan Jensen,MarkMunoz,Mark Munoz,2010-01-02,1,0.42106777,2.37
UFC 108: Evans vs Silva,Mark Munoz vs. Ryan Jensen,RyanJensen,Ryan Jensen,2010-01-02,0,0.51168656,1.95
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,RashadEvans,Rashad Evans,2010-01-02,1,0.4059413,2.46
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,ThiagoSilva,Thiago Silva,2010-01-02,0,0.5346071,1.87
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,GrayMaynard,Gray Maynard,2010-01-11,1,0.43787107,2.28
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,NateDiaz,Nate Diaz,2010-01-11,0,0.5370123,1.86
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,NickCatone,Nick Catone,2010-01-11,1,0.7205103,1.39
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,JesseForbes,Jesse Forbes,2010-01-11,0,0.45555323,2.2
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,AmirSadollah,Amir Sadollah,2010-01-11,1,0.55267215,1.81
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,BradBlackburn,Brad Blackburn,2010-01-11,0,0.6442308,1.55
UFC Fight Night: Maynard vs Diaz,Chris Leben vs. Jay Silva,ChrisLeben,Chris Leben,2010-01-11,1,0.55801,1.79
UFC Fight Night: Maynard vs Diaz,Chris Leben vs. Jay Silva,JaySilva,Jay Silva,2010-01-11,0,0.4049281,2.47
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,RickStory,Rick Story,2010-01-11,1,0.6490277,1.54
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,JesseLennox,Jesse Lennox,2010-01-11,0,0.35107392,2.85
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,RafaelDosAnjos,Rafael Dos Anjos,2010-01-11,1,0.6072408,1.65
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,KyleBradley,Kyle Bradley,2010-01-11,0,0.38854432,2.57
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,AaronSimpson,Aaron Simpson,2010-01-11,1,0.5300871,1.89
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,TomLawlor,Tom Lawlor,2010-01-11,0,0.42134067,2.37
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,RobEmerson,Rob Emerson,2010-02-06,1,0.60847574,1.64
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,PhillipeNover,Phillipe Nover,2010-02-06,0,0.4165377,2.4
UFC 109: Relentless,Matt Serra vs. Frank Trigg,MattSerra,Matt Serra,2010-02-06,1,0.6139346,1.63
UFC 109: Relentless,Matt Serra vs. Frank Trigg,FrankTrigg,Frank Trigg,2010-02-06,0,0.52245504,1.91
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,ChrisTuchscherer,Chris Tuchscherer,2010-02-06,1,0.6191344,1.62
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,TimHague,Tim Hague,2010-02-06,0,0.48755357,2.05
UFC 109: Relentless,Randy Couture vs. Mark Coleman,RandyCouture,Randy Couture,2010-02-06,1,0.3729057,2.68
UFC 109: Relentless,Randy Couture vs. Mark Coleman,MarkColeman,Mark Coleman,2010-02-06,0,0.38156545,2.62
UFC 109: Relentless,Paulo Thiago vs. Mike Swick,PauloThiago,Paulo Thiago,2010-02-06,1,0.5762171,1.74
UFC 109: Relentless,Paulo Thiago vs. Mike Swick,MikeSwick,Mike Swick,2010-02-06,0,0.50022703,2.0
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,ChaelSonnen,Chael Sonnen,2010-02-06,1,0.45638707,2.19
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,NateMarquardt,Nate Marquardt,2010-02-06,0,0.37025344,2.7
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,MacDanzig,Mac Danzig,2010-02-06,1,0.508318,1.97
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,JustinBuchholz,Justin Buchholz,2010-02-06,0,0.48759195,2.05
UFC 109: Relentless,Demian Maia vs. Dan Miller,DemianMaia,Demian Maia,2010-02-06,1,0.50891787,1.96
UFC 109: Relentless,Demian Maia vs. Dan Miller,DanMiller,Dan Miller,2010-02-06,0,0.5786504,1.73
UFC 110: Nogueira vs Velasquez,Cain Velasquez vs. Antonio Rodrigo Nogueira,CainVelasquez,Cain Velasquez,2010-02-20,1,0.7706782,1.3
UFC 110: Nogueira vs Velasquez,Cain Velasquez vs. Antonio Rodrigo Nogueira,AntonioRodrigoNogueira,Antonio Rodrigo Nogueira,2010-02-20,0,0.21670435,4.61
UFC 110: Nogueira vs Velasquez,Wanderlei Silva vs. Michael Bisping,WanderleiSilva,Wanderlei Silva,2010-02-20,1,0.28718883,3.48
UFC 110: Nogueira vs Velasquez,Wanderlei Silva vs. Michael Bisping,MichaelBisping,Michael Bisping,2010-02-20,0,0.7130872,1.4
UFC 110: Nogueira vs Velasquez,Chris Lytle vs. Brian Foster,ChrisLytle,Chris Lytle,2010-02-20,1,0.5078638,1.97
UFC 110: Nogueira vs Velasquez,Chris Lytle vs. Brian Foster,BrianFoster,Brian Foster,2010-02-20,0,0.5024491,1.99
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,CBDollaway,CB Dollaway,2010-02-20,1,0.7131083,1.4
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,GoranReljic,Goran Reljic,2010-02-20,0,0.23905712,4.18
UFC 110: Nogueira vs Velasquez,Mirko Filipovic vs. Anthony Perosh,MirkoFilipovic,Mirko Filipovic,2010-02-20,1,0.44523364,2.25
UFC 110: Nogueira vs Velasquez,Mirko Filipovic vs. Anthony Perosh,AnthonyPerosh,Anthony Perosh,2010-02-20,0,0.43865103,2.28
UFC 110: Nogueira vs Velasquez,George Sotiropoulos vs. Joe Stevenson,GeorgeSotiropoulos,George Sotiropoulos,2010-02-20,1,0.5333487,1.87
UFC 110: Nogueira vs Velasquez,George Sotiropoulos vs. Joe Stevenson,JoeStevenson,Joe Stevenson,2010-02-20,0,0.33958825,2.94
UFC 110: Nogueira vs Velasquez,Krzysztof Soszynski vs. Stephan Bonnar,KrzysztofSoszynski,Krzysztof Soszynski,2010-02-20,1,0.7664901,1.3
UFC 110: Nogueira vs Velasquez,Krzysztof Soszynski vs. Stephan Bonnar,StephanBonnar,Stephan Bonnar,2010-02-20,0,0.28464717,3.51
UFC 110: Nogueira vs Velasquez,Ryan Bader vs. Keith Jardine,RyanBader,Ryan Bader,2010-02-20,1,0.72563326,1.38
UFC 110: Nogueira vs Velasquez,Ryan Bader vs. Keith Jardine,KeithJardine,Keith Jardine,2010-02-20,0,0.24262118,4.12
UFC Live: Vera vs Jones,Junior Dos Santos vs. Gabriel Gonzaga,JuniorDosSantos,Junior Dos Santos,2010-03-21,1,0.5009477,2.0
UFC Live: Vera vs Jones,Junior Dos Santos vs. Gabriel Gonzaga,GabrielGonzaga,Gabriel Gonzaga,2010-03-21,0,0.57193965,1.75
UFC Live: Vera vs Jones,Eric Schafer vs. Jason Brilz,EricSchafer,Eric Schafer,2010-03-21,0,0.4014282,2.49
UFC Live: Vera vs Jones,Eric Schafer vs. Jason Brilz,JasonBrilz,Jason Brilz,2010-03-21,1,0.5540457,1.8
UFC Live: Vera vs Jones,Clay Guida vs. Shannon Gugerty,ClayGuida,Clay Guida,2010-03-21,1,0.64158714,1.56
UFC Live: Vera vs Jones,Clay Guida vs. Shannon Gugerty,ShannonGugerty,Shannon Gugerty,2010-03-21,0,0.39237776,2.55
UFC Live: Vera vs Jones,Brandon Vera vs. Jon Jones,BrandonVera,Brandon Vera,2010-03-21,0,0.17650537,5.67
UFC Live: Vera vs Jones,Brandon Vera vs. Jon Jones,JonJones,Jon Jones,2010-03-21,1,0.7611638,1.31
UFC Live: Vera vs Jones,Alessio Sakara vs. James Irvin,AlessioSakara,Alessio Sakara,2010-03-21,1,0.8707619,1.15
UFC Live: Vera vs Jones,Alessio Sakara vs. James Irvin,JamesIrvin,James Irvin,2010-03-21,0,0.18897037,5.29
UFC Live: Vera vs Jones,Cheick Kongo vs. Paul Buentello,CheickKongo,Cheick Kongo,2010-03-21,1,0.74302834,1.35
UFC Live: Vera vs Jones,Cheick Kongo vs. Paul Buentello,PaulBuentello,Paul Buentello,2010-03-21,0,0.34325784,2.91
UFC Live: Vera vs Jones,Eliot Marshall vs. Vladimir Matyushenko,EliotMarshall,Eliot Marshall,2010-03-21,0,0.565652,1.77
UFC Live: Vera vs Jones,Eliot Marshall vs. Vladimir Matyushenko,VladimirMatyushenko,Vladimir Matyushenko,2010-03-21,1,0.47490403,2.11
UFC Live: Vera vs Jones,Brendan Schaub vs. Chase Gormley,BrendanSchaub,Brendan Schaub,2010-03-21,1,0.53944343,1.85
UFC Live: Vera vs Jones,Brendan Schaub vs. Chase Gormley,ChaseGormley,Chase Gormley,2010-03-21,0,0.40480933,2.47
UFC 111: St-Pierre vs Hardy,Frank Mir vs. Shane Carwin,FrankMir,Frank Mir,2010-03-27,0,0.47442585,2.11
UFC 111: St-Pierre vs Hardy,Frank Mir vs. Shane Carwin,ShaneCarwin,Shane Carwin,2010-03-27,1,0.5602787,1.78
UFC 111: St-Pierre vs Hardy,Jim Miller vs. Mark Bocek,JimMiller,Jim Miller,2010-03-27,1,0.66783285,1.5
UFC 111: St-Pierre vs Hardy,Jim Miller vs. Mark Bocek,MarkBocek,Mark Bocek,2010-03-27,0,0.2955741,3.38
UFC 111: St-Pierre vs Hardy,Georges St-Pierre vs. Dan Hardy,GeorgesSt-Pierre,Georges St-Pierre,2010-03-27,1,0.9142482,1.09
UFC 111: St-Pierre vs Hardy,Georges St-Pierre vs. Dan Hardy,DanHardy,Dan Hardy,2010-03-27,0,0.24539945,4.07
UFC 111: St-Pierre vs Hardy,Kurt Pellegrino vs. Fabricio Camoes,KurtPellegrino,Kurt Pellegrino,2010-03-27,1,0.6730343,1.49
UFC 111: St-Pierre vs Hardy,Kurt Pellegrino vs. Fabricio Camoes,FabricioCamoes,Fabricio Camoes,2010-03-27,0,0.28299534,3.53
UFC 111: St-Pierre vs Hardy,Rousimar Palhares vs. Tomasz Drwal,RousimarPalhares,Rousimar Palhares,2010-03-27,1,0.3372609,2.97
UFC 111: St-Pierre vs Hardy,Rousimar Palhares vs. Tomasz Drwal,TomaszDrwal,Tomasz Drwal,2010-03-27,0,0.5093134,1.96
UFC 111: St-Pierre vs Hardy,Ricardo Almeida vs. Matt Brown,RicardoAlmeida,Ricardo Almeida,2010-03-27,1,0.5090801,1.96
UFC 111: St-Pierre vs Hardy,Ricardo Almeida vs. Matt Brown,MattBrown,Matt Brown,2010-03-27,0,0.44069916,2.27
UFC 111: St-Pierre vs Hardy,Ben Saunders vs. Jon Fitch,BenSaunders,Ben Saunders,2010-03-27,0,0.4380985,2.28
UFC 111: St-Pierre vs Hardy,Ben Saunders vs. Jon Fitch,JonFitch,Jon Fitch,2010-03-27,1,0.62392944,1.6
UFC 111: St-Pierre vs Hardy,Rodney Wallace vs. Jared Hamman,RodneyWallace,Rodney Wallace,2010-03-27,0,0.49591145,2.02
UFC 111: St-Pierre vs Hardy,Rodney Wallace vs. Jared Hamman,JaredHamman,Jared Hamman,2010-03-27,1,0.5906503,1.69
UFC 111: St-Pierre vs Hardy,Nate Diaz vs. Rory Markham,NateDiaz,Nate Diaz,2010-03-27,1,0.74052083,1.35
UFC 111: St-Pierre vs Hardy,Nate Diaz vs. Rory Markham,RoryMarkham,Rory Markham,2010-03-27,0,0.2312486,4.32
UFC Fight Night: Florian vs Gomi,Yushin Okami vs. Lucio Linhares,YushinOkami,Yushin Okami,2010-03-31,1,0.6933871,1.44
UFC Fight Night: Florian vs Gomi,Yushin Okami vs. Lucio Linhares,LucioLinhares,Lucio Linhares,2010-03-31,0,0.21605828,4.63
UFC Fight Night: Florian vs Gomi,Andre Winner vs. Rafaello Oliveira,AndreWinner,Andre Winner,2010-03-31,1,0.44314945,2.26
UFC Fight Night: Florian vs Gomi,Andre Winner vs. Rafaello Oliveira,RafaelloOliveira,Rafaello Oliveira,2010-03-31,0,0.64129275,1.56
UFC Fight Night: Florian vs Gomi,Roy Nelson vs. Stefan Struve,RoyNelson,Roy Nelson,2010-03-31,1,0.31529012,3.17
UFC Fight Night: Florian vs Gomi,Roy Nelson vs. Stefan Struve,StefanStruve,Stefan Struve,2010-03-31,0,0.5093647,1.96
